"arch","mean_off","s1","s2","s3","s4","e12","e13","e14","e23","e24","e34","r12","r23","r34","h12","h13","h14","h23","h24","h34","N","K","f0000","f0001","f0010","f0011","f0100","f0101","f0110","f0111","f1000","f1001","f1010","f1011","f1100","f1101","f1110","f1111","n_rep","p_anc","p_A1","p_B1","p_A2","p_B2","p_parA","p_parB","p_hybA1","p_hybB1","p_all_inc","tL_A1","tL_B1","tL_A2","tL_B2","t_dmi1","t_dmi2","t_anc","t_A1","t_B1","t_A2","t_B2","t_parA","t_parB","t_hybA1","t_hybB1","t_all_inc","t_res_given_hybA1","t_res_given_hybA2","t_both","p_alive","p_alive_anc","p_alive_A1","p_alive_B1","p_alive_A2","p_alive_B2","p_alive_parA","p_alive_parB","p_alive_hybA1","p_alive_hybB1","p_alive_all_inc","tL_alive_A1","tL_alive_B1","tL_alive_A2","tL_alive_B2","t_alive_dmi1","t_alive_dmi2","t_alive_both","NL_A1","NL_B1","NL_A2","NL_B2","NL_alive_A1","NL_alive_B1","NL_alive_A2","NL_alive_B2","N_dmi1","N_dmi2","N_alive_dmi1","N_alive_dmi2","N_both","N_alive_both","N_min_alive"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adj_ABAB","1.005966","-0.292858","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4980","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","1000","817","183","0","0","0","0","0","0","0","0","9.489","-1","-1","-1","8.69400244798042","13.0382513661202","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","7","0","7","0","0","0","0","0","0","0","0","14.1428571428571","-1","-1","-1","-1","-1","-1","10.04","2522.167","2522.167","2522.167","5.71428571428571","2515.85714285714","2515.85714285714","2515.85714285714","10.04","2522.167","5.71428571428571","2515.85714285714","2522.167","2515.85714285714","3"
"adj_ABAB","1.005966","-0.048685","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","797","203","0","0","0","0","0","0","0","0","59.913","-1","-1","-1","53.534504391468","84.9556650246305","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","29","0","29","0","0","0","0","0","0","0","0","96","-1","-1","-1","-1","-1","-1","66.157","4557.439","4557.439","4557.439","49.6206896551724","4562.93103448276","4562.93103448276","4562.93103448276","66.157","4557.439","49.6206896551724","4562.93103448276","4557.439","4562.93103448276","17.1379310344828"
"adj_ABAB","1.005966","-0.094461","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","726","274","0","0","0","0","0","0","0","0","34.711","-1","-1","-1","30.6101928374656","45.5766423357664","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","27","0","27","0","0","0","0","0","0","0","0","52.0740740740741","-1","-1","-1","-1","-1","-1","21.4","4138.924","4138.924","4138.924","23.6666666666667","4151.18518518519","4151.18518518519","4151.18518518519","21.4","4138.924","23.6666666666667","4151.18518518519","4138.924","4151.18518518519","9.62962962962963"
"adj_ABAB","1.005966","-0.136866","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","691","309","0","0","0","0","0","0","0","0","24.998","-1","-1","-1","22.2373371924747","31.1715210355987","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","20","0","20","0","0","0","0","0","0","0","0","36.95","-1","-1","-1","-1","-1","-1","11.266","3761.355","3761.355","3761.355","25","3772","3772","3772","11.266","3761.355","25","3772","3761.355","3772","6.85"
"adj_ABAB","1.005966","-0.175379","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","688","312","0","0","0","0","0","0","0","0","19.646","-1","-1","-1","17.8997093023256","23.4967948717949","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","17","0","17","0","0","0","0","0","0","0","0","23.9411764705882","-1","-1","-1","-1","-1","-1","7.493","3435.725","3435.725","3435.725","10.9411764705882","3449.88235294118","3449.88235294118","3449.88235294118","7.493","3435.725","10.9411764705882","3449.88235294118","3435.725","3449.88235294118","5.11764705882353"
"adj_ABAB","1.005966","-0.209431","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","643","357","0","0","0","0","0","0","0","0","16.455","-1","-1","-1","14.7636080870918","19.5014005602241","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","26","0","26","0","0","0","0","0","0","0","0","20.6153846153846","-1","-1","-1","-1","-1","-1","5.458","3158.224","3158.224","3158.224","10","3170.96153846154","3170.96153846154","3170.96153846154","5.458","3158.224","10","3170.96153846154","3158.224","3170.96153846154","5.84615384615385"
"adj_ABAB","1.005966","-0.238423","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","602","398","0","0","0","0","0","0","0","0","14.821","-1","-1","-1","13.2142857142857","17.251256281407","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","14","0","14","0","0","0","0","0","0","0","0","17.9285714285714","-1","-1","-1","-1","-1","-1","4.68","2934.212","2934.212","2934.212","9.92857142857143","2962.5","2962.5","2962.5","4.68","2934.212","9.92857142857143","2962.5","2934.212","2962.5","4.21428571428571"
"adj_ABAB","1.005966","-0.261759","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","612","388","0","0","0","0","0","0","0","0","13.334","-1","-1","-1","12.0751633986928","15.319587628866","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","22","0","22","0","0","0","0","0","0","0","0","16.9545454545455","-1","-1","-1","-1","-1","-1","4.043","2766.332","2766.332","2766.332","9.72727272727273","2757.81818181818","2757.81818181818","2757.81818181818","4.043","2766.332","9.72727272727273","2757.81818181818","2766.332","2757.81818181818","4.09090909090909"
"adj_ABAB","1.005966","-0.27889","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","596","404","0","0","0","0","0","0","0","0","12.512","-1","-1","-1","11.3070469798658","14.289603960396","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","21","0","21","0","0","0","0","0","0","0","0","14.6666666666667","-1","-1","-1","-1","-1","-1","3.503","2637.589","2637.589","2637.589","10.2857142857143","2647.04761904762","2647.04761904762","2647.04761904762","3.503","2637.589","10.2857142857143","2647.04761904762","2637.589","2647.04761904762","4.04761904761905"
"adj_ABAB","1.005966","-0.289366","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","585","415","0","0","0","0","0","0","0","0","12.095","-1","-1","-1","10.9794871794872","13.6674698795181","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","15","0","15","0","0","0","0","0","0","0","0","14.8666666666667","-1","-1","-1","-1","-1","-1","3.279","2567.777","2567.777","2567.777","10.7333333333333","2572.13333333333","2572.13333333333","2572.13333333333","3.279","2567.777","10.7333333333333","2572.13333333333","2567.777","2572.13333333333","4.33333333333333"
"adj_ABAB","1.005966","-0.292858","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4950","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","603","397","0","0","0","0","0","0","0","0","11.78","-1","-1","-1","10.6782752902156","13.4534005037783","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","21","0","21","0","0","0","0","0","0","0","0","14.4285714285714","-1","-1","-1","-1","-1","-1","3.414","2539.103","2539.103","2539.103","10.7142857142857","2550.66666666667","2550.66666666667","2550.66666666667","3.414","2539.103","10.7142857142857","2550.66666666667","2539.103","2550.66666666667","4.09523809523809"
"adj_ABAB","1.005966","-0.048685","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","587","413","0","0","0","0","0","0","0","0","74.251","-1","-1","-1","64.3441226575809","88.3317191283293","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","64","0","64","0","0","0","0","0","0","0","0","94.421875","-1","-1","-1","-1","-1","-1","24.079","4562.596","4562.596","4562.596","52.015625","4567.359375","4567.359375","4567.359375","24.079","4562.596","52.015625","4567.359375","4562.596","4567.359375","20.5"
"adj_ABAB","1.005966","-0.094461","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","531","469","0","0","0","0","0","0","0","0","41.476","-1","-1","-1","36.5743879472693","47.0255863539446","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","71","0","71","0","0","0","0","0","0","0","0","52.7887323943662","-1","-1","-1","-1","-1","-1","11.234","4139.428","4139.428","4139.428","34.2394366197183","4124.2676056338","4124.2676056338","4124.2676056338","11.234","4139.428","34.2394366197183","4124.2676056338","4139.428","4124.2676056338","13.6338028169014"
"adj_ABAB","1.005966","-0.136866","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","452","548","0","0","0","0","0","0","0","0","29.769","-1","-1","-1","26.3517699115044","32.5875912408759","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","52","0","52","0","0","0","0","0","0","0","0","35.9038461538462","-1","-1","-1","-1","-1","-1","7.542","3776.328","3776.328","3776.328","23.3269230769231","3791.11538461538","3791.11538461538","3791.11538461538","7.542","3776.328","23.3269230769231","3791.11538461538","3776.328","3791.11538461538","11.9807692307692"
"adj_ABAB","1.005966","-0.175379","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","433","567","0","0","0","0","0","0","0","0","23.288","-1","-1","-1","20.9515011547344","25.0723104056437","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","51","0","51","0","0","0","0","0","0","0","0","26.7450980392157","-1","-1","-1","-1","-1","-1","6.066","3455.213","3455.213","3455.213","21","3438.1568627451","3438.1568627451","3438.1568627451","6.066","3455.213","21","3438.1568627451","3455.213","3438.1568627451","9.52941176470588"
"adj_ABAB","1.005966","-0.209431","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","397","603","0","0","0","0","0","0","0","0","19.49","-1","-1","-1","17.3576826196474","20.893864013267","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","51","0","51","0","0","0","0","0","0","0","0","22.3529411764706","-1","-1","-1","-1","-1","-1","5.875","3181.836","3181.836","3181.836","16.156862745098","3175.29411764706","3175.29411764706","3175.29411764706","5.875","3181.836","16.156862745098","3175.29411764706","3181.836","3175.29411764706","7.72549019607843"
"adj_ABAB","1.005966","-0.238423","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","323","677","0","0","0","0","0","0","0","0","17.299","-1","-1","-1","15.8142414860681","18.0073855243722","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","57","0","57","0","0","0","0","0","0","0","0","18.719298245614","-1","-1","-1","-1","-1","-1","5.643","2959.185","2959.185","2959.185","15.280701754386","2962.33333333333","2962.33333333333","2962.33333333333","5.643","2959.185","15.280701754386","2962.33333333333","2959.185","2962.33333333333","8.42105263157895"
"adj_ABAB","1.005966","-0.261759","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","318","682","0","0","0","0","0","0","0","0","15.909","-1","-1","-1","14.3050314465409","16.6568914956012","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","61","0","61","0","0","0","0","0","0","0","0","18.4590163934426","-1","-1","-1","-1","-1","-1","5.851","2788.754","2788.754","2788.754","17.5737704918033","2784.11475409836","2784.11475409836","2784.11475409836","5.851","2788.754","17.5737704918033","2784.11475409836","2788.754","2784.11475409836","8.29508196721311"
"adj_ABAB","1.005966","-0.27889","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","302","698","0","0","0","0","0","0","0","0","14.702","-1","-1","-1","13.5827814569536","15.1862464183381","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","68","0","68","0","0","0","0","0","0","0","0","15.8235294117647","-1","-1","-1","-1","-1","-1","5.85","2666.085","2666.085","2666.085","17.4411764705882","2660.79411764706","2660.79411764706","2660.79411764706","5.85","2666.085","17.4411764705882","2660.79411764706","2666.085","2660.79411764706","9.01470588235294"
"adj_ABAB","1.005966","-0.289366","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","288","712","0","0","0","0","0","0","0","0","14.308","-1","-1","-1","13.0625","14.811797752809","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","73","0","73","0","0","0","0","0","0","0","0","15.1643835616438","-1","-1","-1","-1","-1","-1","5.768","2590.322","2590.322","2590.322","15.6849315068493","2596.6301369863","2596.6301369863","2596.6301369863","5.768","2590.322","15.6849315068493","2596.6301369863","2590.322","2596.6301369863","7.3013698630137"
"adj_ABAB","1.005966","-0.292858","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4900","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1000","263","737","0","0","0","0","0","0","0","0","13.773","-1","-1","-1","12.6197718631179","14.1845318860244","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","65","0","65","0","0","0","0","0","0","0","0","14.8153846153846","-1","-1","-1","-1","-1","-1","5.495","2563.398","2563.398","2563.398","13.8307692307692","2566.69230769231","2566.69230769231","2566.69230769231","5.495","2563.398","13.8307692307692","2566.69230769231","2563.398","2566.69230769231","7.52307692307692"
"adj_ABAB","1.005966","-0.048685","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","57","943","0","0","0","0","0","0","0","0","108.334","-1","-1","-1","97.1578947368421","109.009544008484","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","583","0","583","0","0","0","0","0","0","0","0","112.421955403087","-1","-1","-1","-1","-1","-1","121.494","4598.803","4598.803","4598.803","174.43910806175","4601.21269296741","4601.21269296741","4601.21269296741","121.494","4598.803","174.43910806175","4601.21269296741","4598.803","4601.21269296741","89.704974271012"
"adj_ABAB","1.005966","-0.094461","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","21","979","0","0","0","0","0","0","0","0","57.614","-1","-1","-1","55.0952380952381","57.6680286006129","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","564","0","564","0","0","0","0","0","0","0","0","58.8280141843972","-1","-1","-1","-1","-1","-1","88.85","4214.722","4214.722","4214.722","118.047872340426","4216.13652482269","4216.13652482269","4216.13652482269","88.85","4214.722","118.047872340426","4216.13652482269","4214.722","4216.13652482269","65.8085106382979"
"adj_ABAB","1.005966","-0.136866","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","4","996","0","0","0","0","0","0","0","0","40.697","-1","-1","-1","38.5","40.7058232931727","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","594","0","594","0","0","0","0","0","0","0","0","41.1801346801347","-1","-1","-1","-1","-1","-1","90.269","3876.489","3876.489","3876.489","112.622895622896","3875.74915824916","3875.74915824916","3875.74915824916","90.269","3876.489","112.622895622896","3875.74915824916","3876.489","3875.74915824916","63.9444444444444"
"adj_ABAB","1.005966","-0.175379","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","2","998","0","0","0","0","0","0","0","0","32.034","-1","-1","-1","36.5","32.0250501002004","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","571","0","571","0","0","0","0","0","0","0","0","32.2942206654991","-1","-1","-1","-1","-1","-1","86.345","3581.457","3581.457","3581.457","103.903677758319","3579.87565674256","3579.87565674256","3579.87565674256","86.345","3581.457","103.903677758319","3579.87565674256","3581.457","3579.87565674256","61.4360770577933"
"adj_ABAB","1.005966","-0.209431","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","3","997","0","0","0","0","0","0","0","0","26.57","-1","-1","-1","34.3333333333333","26.5466399197593","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","590","0","590","0","0","0","0","0","0","0","0","26.5237288135593","-1","-1","-1","-1","-1","-1","89.062","3333.425","3333.425","3333.425","104.022033898305","3332.77457627119","3332.77457627119","3332.77457627119","89.062","3333.425","104.022033898305","3332.77457627119","3333.425","3332.77457627119","62.3779661016949"
"adj_ABAB","1.005966","-0.238423","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","1","999","0","0","0","0","0","0","0","0","23.115","-1","-1","-1","25","23.1131131131131","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","619","0","619","0","0","0","0","0","0","0","0","23.345718901454","-1","-1","-1","-1","-1","-1","94.535","3126.648","3126.648","3126.648","104.234248788368","3127.13893376414","3127.13893376414","3127.13893376414","94.535","3126.648","104.234248788368","3127.13893376414","3126.648","3127.13893376414","61.8836833602585"
"adj_ABAB","1.005966","-0.261759","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","0","1000","0","0","0","0","0","0","0","0","21.138","-1","-1","-1","NaN","21.138","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","628","0","628","0","0","0","0","0","0","0","0","21.3614649681529","-1","-1","-1","-1","-1","-1","96.819","2968.294","2968.294","2968.294","108.296178343949","2967.5398089172","2967.5398089172","2967.5398089172","96.819","2968.294","108.296178343949","2967.5398089172","2968.294","2967.5398089172","64.9458598726115"
"adj_ABAB","1.005966","-0.27889","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","0","1000","0","0","0","0","0","0","0","0","19.373","-1","-1","-1","NaN","19.373","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","661","0","661","0","0","0","0","0","0","0","0","19.4402420574887","-1","-1","-1","-1","-1","-1","101.878","2856.681","2856.681","2856.681","111.760968229955","2855.76096822995","2855.76096822995","2855.76096822995","101.878","2856.681","111.760968229955","2855.76096822995","2856.681","2855.76096822995","67.5809379727685"
"adj_ABAB","1.005966","-0.289366","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","0","1000","0","0","0","0","0","0","0","0","18.718","-1","-1","-1","NaN","18.718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","692","0","692","0","0","0","0","0","0","0","0","18.7023121387283","-1","-1","-1","-1","-1","-1","103.072","2787.209","2787.209","2787.209","112.417630057803","2788.80202312139","2788.80202312139","2788.80202312139","103.072","2787.209","112.417630057803","2788.80202312139","2787.209","2788.80202312139","69.364161849711"
"adj_ABAB","1.005966","-0.292858","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4500","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","1000","0","1000","0","0","0","0","0","0","0","0","18.56","-1","-1","-1","NaN","18.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","684","0","684","0","0","0","0","0","0","0","0","18.4605263157895","-1","-1","-1","-1","-1","-1","105.764","2766.311","2766.311","2766.311","115.603801169591","2767.66228070175","2767.66228070175","2767.66228070175","105.764","2766.311","115.603801169591","2767.66228070175","2766.311","2767.66228070175","71.7763157894737"
NA,"1.005966","-0.048685","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","320","680","0","0","0","0","0","0","0","0","89.624","-1","-1","-1","76.5125","95.7941176470588","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","189","0","189","0","0","0","0","0","0","0","0","100.306878306878","-1","-1","-1","-1","-1","-1","27.882","4572.754","4572.754","4572.754","71.1587301587302","4571.7619047619","4571.7619047619","4571.7619047619","27.882","4572.754","71.1587301587302","4571.7619047619","4572.754","4571.7619047619","30.4656084656085"
NA,"1.005966","-0.094461","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","253","747","0","0","0","0","0","0","0","0","48.289","-1","-1","-1","42.3754940711462","50.2918340026774","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","158","0","158","0","0","0","0","0","0","0","0","53.246835443038","-1","-1","-1","-1","-1","-1","18.139","4158.83","4158.83","4158.83","45.6645569620253","4168.1329113924","4168.1329113924","4168.1329113924","18.139","4158.83","45.6645569620253","4168.1329113924","4158.83","4168.1329113924","22.7974683544304"
NA,"1.005966","-0.136866","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","176","824","0","0","0","0","0","0","0","0","34.67","-1","-1","-1","31.1761363636364","35.4162621359223","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","174","0","174","0","0","0","0","0","0","0","0","37.264367816092","-1","-1","-1","-1","-1","-1","16.952","3800.174","3800.174","3800.174","36.3563218390805","3798.94252873563","3798.94252873563","3798.94252873563","16.952","3800.174","36.3563218390805","3798.94252873563","3800.174","3798.94252873563","17.735632183908"
NA,"1.005966","-0.175379","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","131","869","0","0","0","0","0","0","0","0","27.286","-1","-1","-1","24.9007633587786","27.6455696202532","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","156","0","156","0","0","0","0","0","0","0","0","28.8525641025641","-1","-1","-1","-1","-1","-1","16.136","3484.463","3484.463","3484.463","34.8782051282051","3494.29487179487","3494.29487179487","3494.29487179487","16.136","3484.463","34.8782051282051","3494.29487179487","3484.463","3494.29487179487","17.2051282051282"
NA,"1.005966","-0.209431","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","103","897","0","0","0","0","0","0","0","0","22.786","-1","-1","-1","20.4174757281553","23.0579710144928","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","159","0","159","0","0","0","0","0","0","0","0","23.3710691823899","-1","-1","-1","-1","-1","-1","17.038","3222.007","3222.007","3222.007","31.3081761006289","3226.31446540881","3226.31446540881","3226.31446540881","17.038","3222.007","31.3081761006289","3226.31446540881","3222.007","3226.31446540881","16.5220125786164"
NA,"1.005966","-0.238423","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","1","1","1","1","1","1","5000","1e+06","4800","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","1000","88","912","0","0","0","0","0","0","0","0","20.054","-1","-1","-1","18.8181818181818","20.1732456140351","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","-1","NaN","NaN","-1","181","0","181","0","0","0","0","0","0","0","0","21.1160220994475","-1","-1","-1","-1","-1","-1","16.994","3002.744","3002.744","3002.744","31.7955801104972","3005.70718232044","3005.70718232044","3005.70718232044","16.994","3002.744","31.7955801104972","3005.70718232044","3002.744","3005.70718232044","15.1546961325967"
